 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date: ***.**.    Time: ***:**:**
 Units: L = mm   , T = hours, M = M    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  18   -17.0000     -58.114 0.1665   0.1002E-01  0.1158E-02  0.2399E-04  0.0000E+00      -1   0.800E-05   20.00  0.4095E+00  0.0000E+00
  19   -18.0000     -57.118 0.1677   0.1063E-01  0.1189E-02 -0.1150E-03  0.0000E+00      -1  -0.383E-04   20.00  0.7130E+00  0.0000E+00
  20   -19.0000     -56.135 0.1690   0.1123E-01  0.1220E-02 -0.2541E-03  0.0000E+00      -1  -0.847E-04   20.00  0.1048E+01  0.0000E+00
  21   -20.0000     -55.163 0.1702   0.1182E-01  0.1250E-02 -0.3911E-03  0.0000E+00      -1  -0.130E-03   20.00  0.1309E+01  0.0000E+00
  22   -21.0000     -54.201 0.1715   0.1240E-01  0.1280E-02 -0.5239E-03  0.0000E+00      -1  -0.175E-03   20.00  0.1554E+01  0.0000E+00
  23   -22.0000     -53.247 0.1727   0.1298E-01  0.1310E-02 -0.6506E-03  0.0000E+00      -1  -0.217E-03   20.00  0.1806E+01  0.0000E+00
  24   -23.0000     -52.301 0.1739   0.1355E-01  0.1340E-02 -0.7697E-03  0.0000E+00      -1  -0.257E-03   20.00  0.2062E+01  0.0000E+00
  25   -24.0000     -51.361 0.1751   0.1412E-01  0.1369E-02 -0.8800E-03  0.0000E+00      -1  -0.293E-03   20.00  0.2314E+01  0.0000E+00
  26   -25.0000     -50.426 0.1763   0.1469E-01  0.1398E-02 -0.9804E-03  0.0000E+00      -1  -0.327E-03   20.00  0.2555E+01  0.0000E+00
  27   -26.0000     -49.494 0.1775   0.1526E-01  0.1428E-02 -0.1070E-02  0.0000E+00      -1  -0.357E-03   20.00  0.2776E+01  0.0000E+00
  28   -27.0000     -48.566 0.1787   0.1582E-01  0.1457E-02 -0.1148E-02  0.0000E+00      -1  -0.383E-03   20.00  0.2971E+01  0.0000E+00
  29   -28.0000     -47.639 0.1799   0.1638E-01  0.1486E-02 -0.1215E-02  0.0000E+00      -1  -0.405E-03   20.00  0.3133E+01  0.0000E+00
  30   -29.0000     -46.713 0.1814   0.1753E-01  0.1528E-02 -0.1277E-02  0.0000E+00      -1  -0.426E-03   20.00  0.3257E+01  0.0000E+00
  31   -30.0000     -45.785 0.1830   0.1878E-01  0.1573E-02 -0.1334E-02  0.0000E+00      -1  -0.445E-03   20.00  0.3335E+01  0.0000E+00
  32   -31.0000     -44.855 0.1846   0.2003E-01  0.1618E-02 -0.1376E-02  0.0000E+00      -1  -0.459E-03   20.00  0.3364E+01  0.0000E+00
  33   -32.0000     -43.922 0.1862   0.2129E-01  0.1663E-02 -0.1403E-02  0.0000E+00      -1  -0.468E-03   20.00  0.3343E+01  0.0000E+00
  34   -33.0000     -42.987 0.1878   0.2255E-01  0.1709E-02 -0.1415E-02  0.0000E+00      -1  -0.472E-03   20.00  0.3273E+01  0.0000E+00
  35   -34.0000     -42.048 0.1894   0.2381E-01  0.1754E-02 -0.1414E-02  0.0000E+00      -1  -0.471E-03   20.00  0.3157E+01  0.0000E+00
  36   -35.0000     -41.106 0.1910   0.2508E-01  0.1800E-02 -0.1400E-02  0.0000E+00      -1  -0.467E-03   20.00  0.3000E+01  0.0000E+00
  37   -36.0000     -40.160 0.1926   0.2635E-01  0.1845E-02 -0.1374E-02  0.0000E+00      -1  -0.458E-03   20.00  0.2810E+01  0.0000E+00
  38   -37.0000     -39.210 0.1943   0.2763E-01  0.1891E-02 -0.1337E-02  0.0000E+00      -1  -0.446E-03   20.00  0.2593E+01  0.0000E+00
  39   -38.0000     -38.257 0.1959   0.2891E-01  0.1938E-02 -0.1289E-02  0.0000E+00      -1  -0.430E-03   20.00  0.2359E+01  0.0000E+00
  40   -39.0000     -37.299 0.1977   0.3074E-01  0.1992E-02 -0.1222E-02  0.0000E+00      -1  -0.407E-03   20.00  0.2115E+01  0.0000E+00
  41   -40.0000     -36.336 0.1999   0.3350E-01  0.2059E-02 -0.1136E-02  0.0000E+00      -1  -0.379E-03   20.00  0.1867E+01  0.0000E+00
  42   -41.0000     -35.367 0.2020   0.3628E-01  0.2127E-02 -0.1041E-02  0.0000E+00      -1  -0.347E-03   20.00  0.1625E+01  0.0000E+00
  43   -42.0000     -34.393 0.2042   0.3907E-01  0.2195E-02 -0.9371E-03  0.0000E+00      -1  -0.312E-03   20.00  0.1393E+01  0.0000E+00
  44   -43.0000     -33.415 0.2064   0.4187E-01  0.2264E-02 -0.8266E-03  0.0000E+00      -1  -0.276E-03   20.00  0.1179E+01  0.0000E+00
  45   -44.0000     -32.433 0.2085   0.4469E-01  0.2333E-02 -0.7106E-03  0.0000E+00      -1  -0.237E-03   20.00  0.9875E+00  0.0000E+00
  46   -45.0000     -31.447 0.2107   0.4751E-01  0.2402E-02 -0.5901E-03  0.0000E+00      -1  -0.197E-03   20.00  0.8211E+00  0.0000E+00
  47   -46.0000     -30.458 0.2129   0.5035E-01  0.2471E-02 -0.4661E-03  0.0000E+00      -1  -0.155E-03   20.00  0.6834E+00  0.0000E+00
  48   -47.0000     -29.466 0.2154   0.5429E-01  0.2550E-02 -0.3231E-03  0.0000E+00      -1  -0.108E-03   20.00  0.5774E+00  0.0000E+00
  49   -48.0000     -28.470 0.2181   0.6009E-01  0.2643E-02 -0.1620E-03  0.0000E+00      -1  -0.540E-04   20.00  0.5113E+00  0.0000E+00
  50   -49.0000     -27.471 0.2209   0.6590E-01  0.2736E-02 -0.8110E-04  0.0000E+00      -1  -0.270E-04   20.00  0.5113E+00  0.0000E+00
end


 Time:        7.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -18.968 0.2473   0.1396E+00  0.3611E-02 -0.4458E+00  0.0000E+00      -1  -0.149E+00   20.00  0.2089E+02  0.0000E+00
   2    -1.0000     -21.401 0.2391   0.1124E+00  0.3337E-02 -0.4142E+00  0.0000E+00      -1  -0.138E+00   20.00  0.1894E+02  0.0000E+00
   3    -2.0000     -24.453 0.2294   0.8304E-01  0.3012E-02 -0.3747E+00  0.0000E+00      -1  -0.125E+00   20.00  0.1691E+02  0.0000E+00
   4    -3.0000     -28.387 0.2184   0.6026E-01  0.2646E-02 -0.3275E+00  0.0000E+00      -1  -0.109E+00   20.00  0.1476E+02  0.0000E+00
   5    -4.0000     -33.263 0.2067   0.4232E-01  0.2275E-02 -0.2703E+00  0.0000E+00      -1  -0.901E-01   20.00  0.1246E+02  0.0000E+00
   6    -5.0000     -39.084 0.1945   0.2786E-01  0.1899E-02 -0.2087E+00  0.0000E+00      -1  -0.696E-01   20.00  0.9972E+01  0.0000E+00
   7    -6.0000     -45.689 0.1832   0.1898E-01  0.1580E-02 -0.1498E+00  0.0000E+00      -1  -0.499E-01   20.00  0.7279E+01  0.0000E+00
   8    -7.0000     -52.119 0.1741   0.1371E-01  0.1348E-02 -0.9816E-01  0.0000E+00      -1  -0.327E-01   20.00  0.4546E+01  0.0000E+00
   9    -8.0000     -57.295 0.1675   0.1055E-01  0.1185E-02 -0.5798E-01  0.0000E+00      -1  -0.193E-01   20.00  0.2234E+01  0.0000E+00
  10    -9.0000     -60.550 0.1635   0.8756E-02  0.1089E-02 -0.3207E-01  0.0000E+00      -1  -0.107E-01   20.00  0.8967E+00  0.0000E+00
  11   -10.0000     -62.256 0.1620   0.8301E-02  0.1056E-02 -0.1768E-01  0.0000E+00      -1  -0.589E-02   20.00  0.3803E+00  0.0000E+00
  12   -11.0000     -62.749 0.1615   0.8169E-02  0.1046E-02 -0.9296E-02  0.0000E+00      -1  -0.310E-02   20.00  0.2022E+00  0.0000E+00
  13   -12.0000     -62.517 0.1617   0.8230E-02  0.1051E-02 -0.4700E-02  0.0000E+00      -1  -0.157E-02   20.00  0.1309E+00  0.0000E+00
  14   -13.0000     -61.890 0.1623   0.8396E-02  0.1063E-02 -0.2291E-02  0.0000E+00      -1  -0.764E-03   20.00  0.1029E+00  0.0000E+00
  15   -14.0000     -61.064 0.1631   0.8616E-02  0.1079E-02 -0.1078E-02  0.0000E+00      -1  -0.359E-03   20.00  0.1014E+00  0.0000E+00
  16   -15.0000     -60.141 0.1639   0.8861E-02  0.1097E-02 -0.5036E-03  0.0000E+00      -1  -0.168E-03   20.00  0.1283E+00  0.0000E+00
  17   -16.0000     -59.177 0.1651   0.9380E-02  0.1125E-02 -0.2497E-03  0.0000E+00      -1  -0.832E-04   20.00  0.2059E+00  0.0000E+00
  18   -17.0000     -58.195 0.1664   0.9977E-02  0.1155E-02 -0.1689E-03  0.0000E+00      -1  -0.563E-04   20.00  0.3867E+00  0.0000E+00
  19   -18.0000     -57.211 0.1676   0.1057E-01  0.1186E-02 -0.1969E-03  0.0000E+00      -1  -0.656E-04   20.00  0.6999E+00  0.0000E+00
  20   -19.0000     -56.232 0.1689   0.1117E-01  0.1217E-02 -0.2739E-03  0.0000E+00      -1  -0.913E-04   20.00  0.1046E+01  0.0000E+00
  21   -20.0000     -55.260 0.1701   0.1176E-01  0.1247E-02 -0.3718E-03  0.0000E+00      -1  -0.124E-03   20.00  0.1310E+01  0.0000E+00
  22   -21.0000     -54.295 0.1714   0.1234E-01  0.1277E-02 -0.4767E-03  0.0000E+00      -1  -0.159E-03   20.00  0.1556E+01  0.0000E+00
  23   -22.0000     -53.337 0.1726   0.1293E-01  0.1307E-02 -0.5815E-03  0.0000E+00      -1  -0.194E-03   20.00  0.1807E+01  0.0000E+00
  24   -23.0000     -52.385 0.1738   0.1350E-01  0.1337E-02 -0.6824E-03  0.0000E+00      -1  -0.227E-03   20.00  0.2062E+01  0.0000E+00
  25   -24.0000     -51.438 0.1750   0.1408E-01  0.1367E-02 -0.7770E-03  0.0000E+00      -1  -0.259E-03   20.00  0.2313E+01  0.0000E+00
  26   -25.0000     -50.495 0.1762   0.1465E-01  0.1396E-02 -0.8638E-03  0.0000E+00      -1  -0.288E-03   20.00  0.2553E+01  0.0000E+00
  27   -26.0000     -49.556 0.1774   0.1522E-01  0.1426E-02 -0.9417E-03  0.0000E+00      -1  -0.314E-03   20.00  0.2774E+01  0.0000E+00
  28   -27.0000     -48.619 0.1786   0.1579E-01  0.1455E-02 -0.1010E-02  0.0000E+00      -1  -0.337E-03   20.00  0.2969E+01  0.0000E+00
  29   -28.0000     -47.684 0.1798   0.1636E-01  0.1484E-02 -0.1068E-02  0.0000E+00      -1  -0.356E-03   20.00  0.3130E+01  0.0000E+00
  30   -29.0000     -46.749 0.1813   0.1749E-01  0.1527E-02 -0.1123E-02  0.0000E+00      -1  -0.374E-03   20.00  0.3253E+01  0.0000E+00
  31   -30.0000     -45.812 0.1829   0.1875E-01  0.1572E-02 -0.1174E-02  0.0000E+00      -1  -0.391E-03   20.00  0.3331E+01  0.0000E+00
  32   -31.0000     -44.874 0.1846   0.2001E-01  0.1617E-02 -0.1211E-02  0.0000E+00      -1  -0.404E-03   20.00  0.3360E+01  0.0000E+00
  33   -32.0000     -43.933 0.1862   0.2127E-01  0.1663E-02 -0.1235E-02  0.0000E+00      -1  -0.412E-03   20.00  0.3339E+01  0.0000E+00
  34   -33.0000     -42.990 0.1878   0.2254E-01  0.1708E-02 -0.1246E-02  0.0000E+00      -1  -0.415E-03   20.00  0.3270E+01  0.0000E+00
  35   -34.0000     -42.044 0.1894   0.2382E-01  0.1754E-02 -0.1245E-02  0.0000E+00      -1  -0.415E-03   20.00  0.3155E+01  0.0000E+00
  36   -35.0000     -41.095 0.1910   0.2509E-01  0.1800E-02 -0.1233E-02  0.0000E+00      -1  -0.411E-03   20.00  0.2999E+01  0.0000E+00
  37   -36.0000     -40.142 0.1927   0.2638E-01  0.1846E-02 -0.1211E-02  0.0000E+00      -1  -0.404E-03   20.00  0.2809E+01  0.0000E+00
  38   -37.0000     -39.187 0.1943   0.2766E-01  0.1893E-02 -0.1178E-02  0.0000E+00      -1  -0.393E-03   20.00  0.2594E+01  0.0000E+00
  39   -38.0000     -38.228 0.1959   0.2895E-01  0.1939E-02 -0.1136E-02  0.0000E+00      -1  -0.379E-03   20.00  0.2361E+01  0.0000E+00
  40   -39.0000     -37.265 0.1978   0.3083E-01  0.1994E-02 -0.1078E-02  0.0000E+00      -1  -0.359E-03   20.00  0.2117E+01  0.0000E+00
  41   -40.0000     -36.297 0.1999   0.3361E-01  0.2062E-02 -0.1002E-02  0.0000E+00      -1  -0.334E-03   20.00  0.1870E+01  0.0000E+00
  42   -41.0000     -35.325 0.2021   0.3639E-01  0.2130E-02 -0.9182E-03  0.0000E+00      -1  -0.306E-03   20.00  0.1627E+01  0.0000E+00
  43   -42.0000     -34.348 0.2043   0.3920E-01  0.2198E-02 -0.8270E-03  0.0000E+00      -1  -0.276E-03   20.00  0.1396E+01  0.0000E+00
  44   -43.0000     -33.367 0.2065   0.4201E-01  0.2267E-02 -0.7295E-03  0.0000E+00      -1  -0.243E-03   20.00  0.1182E+01  0.0000E+00
  45   -44.0000     -32.383 0.2086   0.4483E-01  0.2336E-02 -0.6272E-03  0.0000E+00      -1  -0.209E-03   20.00  0.9901E+00  0.0000E+00
  46   -45.0000     -31.395 0.2108   0.4766E-01  0.2406E-02 -0.5209E-03  0.0000E+00      -1  -0.174E-03   20.00  0.8234E+00  0.0000E+00
  47   -46.0000     -30.405 0.2131   0.5050E-01  0.2475E-02 -0.4114E-03  0.0000E+00      -1  -0.137E-03   20.00  0.6855E+00  0.0000E+00
  48   -47.0000     -29.411 0.2155   0.5460E-01  0.2555E-02 -0.2852E-03  0.0000E+00      -1  -0.951E-04   20.00  0.5792E+00  0.0000E+00
  49   -48.0000     -28.415 0.2183   0.6040E-01  0.2648E-02 -0.1430E-03  0.0000E+00      -1  -0.477E-04   20.00  0.5131E+00  0.0000E+00
  50   -49.0000     -27.416 0.2211   0.6621E-01  0.2741E-02 -0.7160E-04  0.0000E+00      -1  -0.239E-04   20.00  0.5131E+00  0.0000E+00
end


 Time:        8.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -40.760 0.1916   0.2554E-01  0.1816E-02  0.2417E-01  0.1633E-02      -1   0.806E-02   20.00  0.1751E+02  0.0000E+00
   2    -1.0000     -39.215 0.1942   0.2763E-01  0.1891E-02  0.4701E-02  0.1547E-02      -1   0.157E-02   20.00  0.1583E+02  0.0000E+00
   3    -2.0000     -38.396 0.1956   0.2872E-01  0.1931E-02 -0.1476E-01  0.1461E-02      -1  -0.492E-02   20.00  0.1451E+02  0.0000E+00
   4    -3.0000     -38.243 0.1959   0.2893E-01  0.1938E-02 -0.3308E-01  0.1375E-02      -1  -0.110E-01   20.00  0.1338E+02  0.0000E+00
   5    -4.0000     -38.701 0.1951   0.2831E-01  0.1916E-02 -0.4837E-01  0.1289E-02      -1  -0.161E-01   20.00  0.1215E+02  0.0000E+00
   6    -5.0000     -39.691 0.1934   0.2697E-01  0.1868E-02 -0.5942E-01  0.1203E-02      -1  -0.198E-01   20.00  0.1081E+02  0.0000E+00
   7    -6.0000     -41.146 0.1910   0.2503E-01  0.1798E-02 -0.6621E-01  0.1117E-02      -1  -0.221E-01   20.00  0.9349E+01  0.0000E+00
   8    -7.0000     -43.030 0.1878   0.2252E-01  0.1708E-02 -0.6876E-01  0.1032E-02      -1  -0.229E-01   20.00  0.7785E+01  0.0000E+00
   9    -8.0000     -45.311 0.1839   0.1950E-01  0.1599E-02 -0.6673E-01  0.9456E-03      -1  -0.222E-01   20.00  0.6145E+01  0.0000E+00
  10    -9.0000     -47.919 0.1796   0.1628E-01  0.1480E-02 -0.6112E-01  0.8596E-03      -1  -0.204E-01   20.00  0.4490E+01  0.0000E+00
  11   -10.0000     -50.653 0.1761   0.1463E-01  0.1395E-02 -0.5319E-01  0.7737E-03      -1  -0.177E-01   20.00  0.2930E+01  0.0000E+00
  12   -11.0000     -53.165 0.1728   0.1309E-01  0.1316E-02 -0.4359E-01  0.6877E-03      -1  -0.145E-01   20.00  0.1623E+01  0.0000E+00
  13   -12.0000     -55.261 0.1701   0.1180E-01  0.1249E-02 -0.3359E-01  0.6017E-03      -1  -0.112E-01   20.00  0.7205E+00  0.0000E+00
  14   -13.0000     -56.793 0.1682   0.1084E-01  0.1200E-02 -0.2443E-01  0.5158E-03      -1  -0.814E-02   20.00  0.2657E+00  0.0000E+00
  15   -14.0000     -57.706 0.1670   0.1028E-01  0.1171E-02 -0.1691E-01  0.4298E-03      -1  -0.564E-02   20.00  0.1207E+00  0.0000E+00
  16   -15.0000     -58.045 0.1665   0.1006E-01  0.1160E-02 -0.1126E-01  0.3438E-03      -1  -0.375E-02   20.00  0.1163E+00  0.0000E+00
  17   -16.0000     -57.925 0.1667   0.1013E-01  0.1163E-02 -0.7279E-02  0.2579E-03      -1  -0.243E-02   20.00  0.1879E+00  0.0000E+00
  18   -17.0000     -57.478 0.1673   0.1041E-01  0.1177E-02 -0.4635E-02  0.1719E-03      -1  -0.155E-02   20.00  0.3637E+00  0.0000E+00
  19   -18.0000     -56.817 0.1681   0.1081E-01  0.1198E-02 -0.2968E-02  0.8596E-04      -1  -0.989E-03   20.00  0.6757E+00  0.0000E+00
  20   -19.0000     -56.028 0.1691   0.1129E-01  0.1223E-02 -0.1983E-02  0.0000E+00      -1  -0.661E-03   20.00  0.1032E+01  0.0000E+00
  21   -20.0000     -55.169 0.1702   0.1181E-01  0.1250E-02 -0.1427E-02  0.0000E+00      -1  -0.476E-03   20.00  0.1306E+01  0.0000E+00
  22   -21.0000     -54.271 0.1714   0.1236E-01  0.1278E-02 -0.1114E-02  0.0000E+00      -1  -0.371E-03   20.00  0.1555E+01  0.0000E+00
  23   -22.0000     -53.350 0.1726   0.1292E-01  0.1307E-02 -0.9506E-03  0.0000E+00      -1  -0.317E-03   20.00  0.1807E+01  0.0000E+00
  24   -23.0000     -52.418 0.1738   0.1348E-01  0.1336E-02 -0.8790E-03  0.0000E+00      -1  -0.293E-03   20.00  0.2062E+01  0.0000E+00
  25   -24.0000     -51.481 0.1750   0.1405E-01  0.1365E-02 -0.8613E-03  0.0000E+00      -1  -0.287E-03   20.00  0.2313E+01  0.0000E+00
  26   -25.0000     -50.541 0.1762   0.1462E-01  0.1395E-02 -0.8739E-03  0.0000E+00      -1  -0.291E-03   20.00  0.2552E+01  0.0000E+00
  27   -26.0000     -49.600 0.1774   0.1519E-01  0.1424E-02 -0.9024E-03  0.0000E+00      -1  -0.301E-03   20.00  0.2772E+01  0.0000E+00
  28   -27.0000     -48.660 0.1786   0.1576E-01  0.1454E-02 -0.9373E-03  0.0000E+00      -1  -0.312E-03   20.00  0.2966E+01  0.0000E+00
  29   -28.0000     -47.719 0.1798   0.1634E-01  0.1483E-02 -0.9728E-03  0.0000E+00      -1  -0.324E-03   20.00  0.3127E+01  0.0000E+00
  30   -29.0000     -46.778 0.1813   0.1745E-01  0.1525E-02 -0.1011E-02  0.0000E+00      -1  -0.337E-03   20.00  0.3250E+01  0.0000E+00
  31   -30.0000     -45.835 0.1829   0.1872E-01  0.1571E-02 -0.1048E-02  0.0000E+00      -1  -0.349E-03   20.00  0.3327E+01  0.0000E+00
  32   -31.0000     -44.890 0.1845   0.1999E-01  0.1617E-02 -0.1076E-02  0.0000E+00      -1  -0.359E-03   20.00  0.3356E+01  0.0000E+00
  33   -32.0000     -43.942 0.1862   0.2126E-01  0.1662E-02 -0.1094E-02  0.0000E+00      -1  -0.365E-03   20.00  0.3336E+01  0.0000E+00
  34   -33.0000     -42.993 0.1878   0.2254E-01  0.1708E-02 -0.1102E-02  0.0000E+00      -1  -0.367E-03   20.00  0.3267E+01  0.0000E+00
  35   -34.0000     -42.040 0.1894   0.2382E-01  0.1754E-02 -0.1101E-02  0.0000E+00      -1  -0.367E-03   20.00  0.3152E+01  0.0000E+00
  36   -35.0000     -41.085 0.1910   0.2511E-01  0.1801E-02 -0.1090E-02  0.0000E+00      -1  -0.363E-03   20.00  0.2997E+01  0.0000E+00
  37   -36.0000     -40.127 0.1927   0.2640E-01  0.1847E-02 -0.1069E-02  0.0000E+00      -1  -0.356E-03   20.00  0.2809E+01  0.0000E+00
  38   -37.0000     -39.166 0.1943   0.2769E-01  0.1893E-02 -0.1040E-02  0.0000E+00      -1  -0.347E-03   20.00  0.2594E+01  0.0000E+00
  39   -38.0000     -38.202 0.1960   0.2899E-01  0.1940E-02 -0.1003E-02  0.0000E+00      -1  -0.334E-03   20.00  0.2362E+01  0.0000E+00
  40   -39.0000     -37.235 0.1978   0.3092E-01  0.1996E-02 -0.9516E-03  0.0000E+00      -1  -0.317E-03   20.00  0.2118E+01  0.0000E+00
  41   -40.0000     -36.264 0.2000   0.3370E-01  0.2064E-02 -0.8849E-03  0.0000E+00      -1  -0.295E-03   20.00  0.1872E+01  0.0000E+00
  42   -41.0000     -35.288 0.2022   0.3650E-01  0.2133E-02 -0.8107E-03  0.0000E+00      -1  -0.270E-03   20.00  0.1630E+01  0.0000E+00
  43   -42.0000     -34.308 0.2044   0.3931E-01  0.2201E-02 -0.7301E-03  0.0000E+00      -1  -0.243E-03   20.00  0.1399E+01  0.0000E+00
  44   -43.0000     -33.325 0.2066   0.4213E-01  0.2270E-02 -0.6442E-03  0.0000E+00      -1  -0.215E-03   20.00  0.1185E+01  0.0000E+00
  45   -44.0000     -32.339 0.2087   0.4495E-01  0.2339E-02 -0.5538E-03  0.0000E+00      -1  -0.185E-03   20.00  0.9925E+00  0.0000E+00
  46   -45.0000     -31.350 0.2109   0.4779E-01  0.2409E-02 -0.4599E-03  0.0000E+00      -1  -0.153E-03   20.00  0.8255E+00  0.0000E+00
  47   -46.0000     -30.358 0.2132   0.5063E-01  0.2478E-02 -0.3633E-03  0.0000E+00      -1  -0.121E-03   20.00  0.6873E+00  0.0000E+00
  48   -47.0000     -29.364 0.2156   0.5488E-01  0.2559E-02 -0.2518E-03  0.0000E+00      -1  -0.839E-04   20.00  0.5809E+00  0.0000E+00
  49   -48.0000     -28.368 0.2184   0.6068E-01  0.2652E-02 -0.1263E-03  0.0000E+00      -1  -0.421E-04   20.00  0.5148E+00  0.0000E+00
  50   -49.0000     -27.368 0.2212   0.6649E-01  0.2746E-02 -0.6331E-04  0.0000E+00      -1  -0.211E-04   20.00  0.5148E+00  0.0000E+00
end


 Time:        9.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -49.972 0.1769   0.1494E-01  0.1411E-02  0.2416E-01  0.1633E-02      -1   0.805E-02   20.00  0.1811E+02  0.0000E+00
   2    -1.0000     -47.726 0.1797   0.1631E-01  0.1482E-02  0.1399E-01  0.1547E-02      -1   0.466E-02   20.00  0.1627E+02  0.0000E+00
   3    -2.0000     -46.232 0.1822   0.1814E-01  0.1550E-02  0.3485E-02  0.1461E-02      -1   0.116E-02   20.00  0.1408E+02  0.0000E+00
   4    -3.0000     -45.314 0.1838   0.1937E-01  0.1595E-02 -0.6053E-02  0.1375E-02      -1  -0.202E-02   20.00  0.1243E+02  0.0000E+00
   5    -4.0000     -44.850 0.1846   0.2000E-01  0.1617E-02 -0.1451E-01  0.1289E-02      -1  -0.484E-02   20.00  0.1124E+02  0.0000E+00
   6    -5.0000     -44.771 0.1847   0.2011E-01  0.1621E-02 -0.2183E-01  0.1203E-02      -1  -0.728E-02   20.00  0.1007E+02  0.0000E+00
   7    -6.0000     -45.034 0.1843   0.1977E-01  0.1609E-02 -0.2787E-01  0.1117E-02      -1  -0.929E-02   20.00  0.8853E+01  0.0000E+00
   8    -7.0000     -45.610 0.1833   0.1901E-01  0.1581E-02 -0.3250E-01  0.1032E-02      -1  -0.108E-01   20.00  0.7595E+01  0.0000E+00
   9    -8.0000     -46.478 0.1818   0.1787E-01  0.1541E-02 -0.3558E-01  0.9456E-03      -1  -0.119E-01   20.00  0.6314E+01  0.0000E+00
  10    -9.0000     -47.619 0.1799   0.1643E-01  0.1488E-02 -0.3693E-01  0.8596E-03      -1  -0.123E-01   20.00  0.5037E+01  0.0000E+00
  11   -10.0000     -48.936 0.1783   0.1565E-01  0.1448E-02 -0.3657E-01  0.7737E-03      -1  -0.122E-01   20.00  0.3802E+01  0.0000E+00
  12   -11.0000     -50.298 0.1765   0.1483E-01  0.1405E-02 -0.3479E-01  0.6877E-03      -1  -0.116E-01   20.00  0.2666E+01  0.0000E+00
  13   -12.0000     -51.627 0.1748   0.1402E-01  0.1364E-02 -0.3190E-01  0.6017E-03      -1  -0.106E-01   20.00  0.1694E+01  0.0000E+00
  14   -13.0000     -52.839 0.1733   0.1328E-01  0.1326E-02 -0.2817E-01  0.5158E-03      -1  -0.939E-02   20.00  0.9520E+00  0.0000E+00
  15   -14.0000     -53.854 0.1720   0.1265E-01  0.1293E-02 -0.2396E-01  0.4298E-03      -1  -0.799E-02   20.00  0.4758E+00  0.0000E+00
  16   -15.0000     -54.609 0.1710   0.1218E-01  0.1269E-02 -0.1967E-01  0.3438E-03      -1  -0.656E-02   20.00  0.2532E+00  0.0000E+00
  17   -16.0000     -55.067 0.1704   0.1189E-01  0.1254E-02 -0.1565E-01  0.2579E-03      -1  -0.522E-02   20.00  0.2306E+00  0.0000E+00
  18   -17.0000     -55.228 0.1702   0.1178E-01  0.1248E-02 -0.1213E-01  0.1719E-03      -1  -0.404E-02   20.00  0.3632E+00  0.0000E+00
  19   -18.0000     -55.118 0.1703   0.1184E-01  0.1252E-02 -0.9248E-02  0.8596E-04      -1  -0.308E-02   20.00  0.6327E+00  0.0000E+00
  20   -19.0000     -54.786 0.1707   0.1204E-01  0.1262E-02 -0.7014E-02  0.0000E+00      -1  -0.234E-02   20.00  0.9756E+00  0.0000E+00
  21   -20.0000     -54.283 0.1714   0.1234E-01  0.1277E-02 -0.5332E-02  0.0000E+00      -1  -0.178E-02   20.00  0.1277E+01  0.0000E+00
  22   -21.0000     -53.650 0.1722   0.1273E-01  0.1297E-02 -0.4076E-02  0.0000E+00      -1  -0.136E-02   20.00  0.1540E+01  0.0000E+00
  23   -22.0000     -52.924 0.1731   0.1317E-01  0.1320E-02 -0.3159E-02  0.0000E+00      -1  -0.105E-02   20.00  0.1796E+01  0.0000E+00
  24   -23.0000     -52.131 0.1741   0.1365E-01  0.1345E-02 -0.2501E-02  0.0000E+00      -1  -0.834E-03   20.00  0.2054E+01  0.0000E+00
  25   -24.0000     -51.291 0.1752   0.1416E-01  0.1371E-02 -0.2036E-02  0.0000E+00      -1  -0.679E-03   20.00  0.2306E+01  0.0000E+00
  26   -25.0000     -50.419 0.1763   0.1469E-01  0.1399E-02 -0.1712E-02  0.0000E+00      -1  -0.571E-03   20.00  0.2547E+01  0.0000E+00
  27   -26.0000     -49.524 0.1775   0.1524E-01  0.1427E-02 -0.1491E-02  0.0000E+00      -1  -0.497E-03   20.00  0.2768E+01  0.0000E+00
  28   -27.0000     -48.615 0.1786   0.1579E-01  0.1455E-02 -0.1342E-02  0.0000E+00      -1  -0.447E-03   20.00  0.2962E+01  0.0000E+00
