 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date: ***.**.    Time: ***:**:**
 Units: L = mm   , T = hours, M = M    


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  13   -12.0000     -62.827 0.1614   0.8148E-02  0.1045E-02  0.5850E-02  0.0000E+00      -1   0.195E-02   20.00  0.1333E+01  0.0000E+00
  14   -13.0000     -61.176 0.1630   0.8586E-02  0.1077E-02  0.5047E-02  0.0000E+00      -1   0.168E-02   20.00  0.9552E+00  0.0000E+00
  15   -14.0000     -59.650 0.1645   0.9094E-02  0.1110E-02  0.4107E-02  0.0000E+00      -1   0.137E-02   20.00  0.6950E+00  0.0000E+00
  16   -15.0000     -58.275 0.1663   0.9928E-02  0.1153E-02  0.3086E-02  0.0000E+00      -1   0.103E-02   20.00  0.5456E+00  0.0000E+00
  17   -16.0000     -57.022 0.1679   0.1069E-01  0.1192E-02  0.2168E-02  0.0000E+00      -1   0.723E-03   20.00  0.5034E+00  0.0000E+00
  18   -17.0000     -55.865 0.1693   0.1139E-01  0.1228E-02  0.1328E-02  0.0000E+00      -1   0.443E-03   20.00  0.5654E+00  0.0000E+00
  19   -18.0000     -54.786 0.1707   0.1205E-01  0.1262E-02  0.5461E-03  0.0000E+00      -1   0.182E-03   20.00  0.7251E+00  0.0000E+00
  20   -19.0000     -53.773 0.1720   0.1266E-01  0.1294E-02 -0.1928E-03  0.0000E+00      -1  -0.643E-04   20.00  0.9435E+00  0.0000E+00
  21   -20.0000     -52.816 0.1733   0.1324E-01  0.1324E-02 -0.8586E-03  0.0000E+00      -1  -0.286E-03   20.00  0.1171E+01  0.0000E+00
  22   -21.0000     -51.902 0.1744   0.1380E-01  0.1352E-02 -0.1420E-02  0.0000E+00      -1  -0.473E-03   20.00  0.1409E+01  0.0000E+00
  23   -22.0000     -51.021 0.1755   0.1433E-01  0.1380E-02 -0.1886E-02  0.0000E+00      -1  -0.629E-03   20.00  0.1659E+01  0.0000E+00
  24   -23.0000     -50.165 0.1766   0.1485E-01  0.1407E-02 -0.2267E-02  0.0000E+00      -1  -0.756E-03   20.00  0.1913E+01  0.0000E+00
  25   -24.0000     -49.326 0.1777   0.1536E-01  0.1433E-02 -0.2571E-02  0.0000E+00      -1  -0.857E-03   20.00  0.2162E+01  0.0000E+00
  26   -25.0000     -48.499 0.1788   0.1586E-01  0.1459E-02 -0.2806E-02  0.0000E+00      -1  -0.935E-03   20.00  0.2400E+01  0.0000E+00
  27   -26.0000     -47.680 0.1798   0.1636E-01  0.1485E-02 -0.2978E-02  0.0000E+00      -1  -0.993E-03   20.00  0.2621E+01  0.0000E+00
  28   -27.0000     -46.861 0.1812   0.1733E-01  0.1521E-02 -0.3112E-02  0.0000E+00      -1  -0.104E-02   20.00  0.2818E+01  0.0000E+00
  29   -28.0000     -46.038 0.1826   0.1844E-01  0.1561E-02 -0.3209E-02  0.0000E+00      -1  -0.107E-02   20.00  0.2987E+01  0.0000E+00
  30   -29.0000     -45.209 0.1840   0.1956E-01  0.1601E-02 -0.3253E-02  0.0000E+00      -1  -0.108E-02   20.00  0.3120E+01  0.0000E+00
  31   -30.0000     -44.371 0.1854   0.2068E-01  0.1642E-02 -0.3254E-02  0.0000E+00      -1  -0.108E-02   20.00  0.3213E+01  0.0000E+00
  32   -31.0000     -43.524 0.1869   0.2182E-01  0.1683E-02 -0.3220E-02  0.0000E+00      -1  -0.107E-02   20.00  0.3261E+01  0.0000E+00
  33   -32.0000     -42.666 0.1883   0.2298E-01  0.1724E-02 -0.3157E-02  0.0000E+00      -1  -0.105E-02   20.00  0.3262E+01  0.0000E+00
  34   -33.0000     -41.799 0.1898   0.2415E-01  0.1766E-02 -0.3072E-02  0.0000E+00      -1  -0.102E-02   20.00  0.3214E+01  0.0000E+00
  35   -34.0000     -40.921 0.1913   0.2533E-01  0.1809E-02 -0.2967E-02  0.0000E+00      -1  -0.989E-03   20.00  0.3120E+01  0.0000E+00
  36   -35.0000     -40.033 0.1928   0.2652E-01  0.1852E-02 -0.2849E-02  0.0000E+00      -1  -0.950E-03   20.00  0.2984E+01  0.0000E+00
  37   -36.0000     -39.136 0.1944   0.2773E-01  0.1895E-02 -0.2719E-02  0.0000E+00      -1  -0.906E-03   20.00  0.2812E+01  0.0000E+00
  38   -37.0000     -38.230 0.1959   0.2895E-01  0.1939E-02 -0.2581E-02  0.0000E+00      -1  -0.860E-03   20.00  0.2611E+01  0.0000E+00
  39   -38.0000     -37.314 0.1977   0.3069E-01  0.1990E-02 -0.2414E-02  0.0000E+00      -1  -0.805E-03   20.00  0.2389E+01  0.0000E+00
  40   -39.0000     -36.386 0.1997   0.3335E-01  0.2055E-02 -0.2220E-02  0.0000E+00      -1  -0.740E-03   20.00  0.2154E+01  0.0000E+00
  41   -40.0000     -35.447 0.2018   0.3604E-01  0.2121E-02 -0.2021E-02  0.0000E+00      -1  -0.674E-03   20.00  0.1912E+01  0.0000E+00
  42   -41.0000     -34.499 0.2039   0.3876E-01  0.2188E-02 -0.1819E-02  0.0000E+00      -1  -0.606E-03   20.00  0.1672E+01  0.0000E+00
  43   -42.0000     -33.541 0.2061   0.4151E-01  0.2255E-02 -0.1616E-02  0.0000E+00      -1  -0.539E-03   20.00  0.1440E+01  0.0000E+00
  44   -43.0000     -32.577 0.2082   0.4427E-01  0.2323E-02 -0.1411E-02  0.0000E+00      -1  -0.470E-03   20.00  0.1223E+01  0.0000E+00
  45   -44.0000     -31.605 0.2104   0.4706E-01  0.2391E-02 -0.1207E-02  0.0000E+00      -1  -0.402E-03   20.00  0.1027E+01  0.0000E+00
  46   -45.0000     -30.628 0.2126   0.4986E-01  0.2459E-02 -0.1002E-02  0.0000E+00      -1  -0.334E-03   20.00  0.8556E+00  0.0000E+00
  47   -46.0000     -29.646 0.2148   0.5324E-01  0.2533E-02 -0.7709E-03  0.0000E+00      -1  -0.257E-03   20.00  0.7130E+00  0.0000E+00
  48   -47.0000     -28.657 0.2176   0.5899E-01  0.2625E-02 -0.5141E-03  0.0000E+00      -1  -0.171E-03   20.00  0.6032E+00  0.0000E+00
  49   -48.0000     -27.663 0.2204   0.6477E-01  0.2718E-02 -0.2571E-03  0.0000E+00      -1  -0.857E-04   20.00  0.5354E+00  0.0000E+00
  50   -49.0000     -26.665 0.2232   0.7058E-01  0.2812E-02 -0.1286E-03  0.0000E+00      -1  -0.429E-04   20.00  0.5354E+00  0.0000E+00
end


 Time:       20.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -95.537 0.1367   0.2609E-02  0.5812E-03 -0.5494E-08  0.0000E+00      -1  -0.183E-08   20.00  0.1319E+02  0.0000E+00
   2    -1.0000     -93.744 0.1373   0.2675E-02  0.5878E-03  0.3681E-02  0.0000E+00      -1   0.123E-02   20.00  0.1217E+02  0.0000E+00
   3    -2.0000     -90.873 0.1390   0.2955E-02  0.6162E-03  0.6456E-02  0.0000E+00      -1   0.215E-02   20.00  0.1098E+02  0.0000E+00
   4    -3.0000     -87.445 0.1413   0.3341E-02  0.6553E-03  0.8279E-02  0.0000E+00      -1   0.276E-02   20.00  0.9752E+01  0.0000E+00
   5    -4.0000     -83.930 0.1437   0.3746E-02  0.6962E-03  0.9192E-02  0.0000E+00      -1   0.306E-02   20.00  0.8499E+01  0.0000E+00
   6    -5.0000     -80.526 0.1460   0.4138E-02  0.7359E-03  0.9524E-02  0.0000E+00      -1   0.317E-02   20.00  0.7254E+01  0.0000E+00
   7    -6.0000     -77.312 0.1482   0.4509E-02  0.7735E-03  0.9475E-02  0.0000E+00      -1   0.316E-02   20.00  0.6059E+01  0.0000E+00
   8    -7.0000     -74.343 0.1505   0.5012E-02  0.8168E-03  0.9096E-02  0.0000E+00      -1   0.303E-02   20.00  0.4948E+01  0.0000E+00
   9    -8.0000     -71.702 0.1530   0.5735E-02  0.8694E-03  0.8488E-02  0.0000E+00      -1   0.283E-02   20.00  0.3938E+01  0.0000E+00
  10    -9.0000     -69.354 0.1552   0.6370E-02  0.9155E-03  0.7806E-02  0.0000E+00      -1   0.260E-02   20.00  0.3053E+01  0.0000E+00
  11   -10.0000     -67.234 0.1572   0.6938E-02  0.9568E-03  0.7091E-02  0.0000E+00      -1   0.236E-02   20.00  0.2309E+01  0.0000E+00
  12   -11.0000     -65.298 0.1590   0.7455E-02  0.9944E-03  0.6367E-02  0.0000E+00      -1   0.212E-02   20.00  0.1704E+01  0.0000E+00
  13   -12.0000     -63.518 0.1607   0.7932E-02  0.1029E-02  0.5646E-02  0.0000E+00      -1   0.188E-02   20.00  0.1230E+01  0.0000E+00
  14   -13.0000     -61.870 0.1623   0.8374E-02  0.1061E-02  0.4935E-02  0.0000E+00      -1   0.165E-02   20.00  0.8791E+00  0.0000E+00
  15   -14.0000     -60.335 0.1637   0.8788E-02  0.1091E-02  0.4192E-02  0.0000E+00      -1   0.140E-02   20.00  0.6415E+00  0.0000E+00
  16   -15.0000     -58.920 0.1654   0.9502E-02  0.1131E-02  0.3363E-02  0.0000E+00      -1   0.112E-02   20.00  0.5077E+00  0.0000E+00
  17   -16.0000     -57.624 0.1671   0.1030E-01  0.1172E-02  0.2522E-02  0.0000E+00      -1   0.841E-03   20.00  0.4739E+00  0.0000E+00
  18   -17.0000     -56.426 0.1686   0.1103E-01  0.1210E-02  0.1748E-02  0.0000E+00      -1   0.583E-03   20.00  0.5407E+00  0.0000E+00
  19   -18.0000     -55.305 0.1700   0.1172E-01  0.1245E-02  0.1036E-02  0.0000E+00      -1   0.345E-03   20.00  0.7063E+00  0.0000E+00
  20   -19.0000     -54.247 0.1714   0.1237E-01  0.1278E-02  0.3879E-03  0.0000E+00      -1   0.129E-03   20.00  0.9391E+00  0.0000E+00
  21   -20.0000     -53.241 0.1727   0.1298E-01  0.1310E-02 -0.1950E-03  0.0000E+00      -1  -0.650E-04   20.00  0.1176E+01  0.0000E+00
  22   -21.0000     -52.276 0.1739   0.1357E-01  0.1340E-02 -0.7101E-03  0.0000E+00      -1  -0.237E-03   20.00  0.1416E+01  0.0000E+00
  23   -22.0000     -51.345 0.1751   0.1413E-01  0.1370E-02 -0.1158E-02  0.0000E+00      -1  -0.386E-03   20.00  0.1664E+01  0.0000E+00
  24   -23.0000     -50.439 0.1763   0.1469E-01  0.1398E-02 -0.1539E-02  0.0000E+00      -1  -0.513E-03   20.00  0.1914E+01  0.0000E+00
  25   -24.0000     -49.554 0.1774   0.1522E-01  0.1426E-02 -0.1858E-02  0.0000E+00      -1  -0.619E-03   20.00  0.2161E+01  0.0000E+00
  26   -25.0000     -48.683 0.1785   0.1575E-01  0.1453E-02 -0.2119E-02  0.0000E+00      -1  -0.706E-03   20.00  0.2397E+01  0.0000E+00
  27   -26.0000     -47.823 0.1796   0.1628E-01  0.1480E-02 -0.2324E-02  0.0000E+00      -1  -0.775E-03   20.00  0.2616E+01  0.0000E+00
  28   -27.0000     -46.967 0.1810   0.1720E-01  0.1516E-02 -0.2501E-02  0.0000E+00      -1  -0.834E-03   20.00  0.2813E+01  0.0000E+00
  29   -28.0000     -46.113 0.1824   0.1835E-01  0.1558E-02 -0.2649E-02  0.0000E+00      -1  -0.883E-03   20.00  0.2980E+01  0.0000E+00
  30   -29.0000     -45.256 0.1839   0.1950E-01  0.1599E-02 -0.2745E-02  0.0000E+00      -1  -0.915E-03   20.00  0.3112E+01  0.0000E+00
  31   -30.0000     -44.394 0.1854   0.2066E-01  0.1641E-02 -0.2798E-02  0.0000E+00      -1  -0.933E-03   20.00  0.3205E+01  0.0000E+00
  32   -31.0000     -43.527 0.1869   0.2183E-01  0.1683E-02 -0.2814E-02  0.0000E+00      -1  -0.938E-03   20.00  0.3253E+01  0.0000E+00
  33   -32.0000     -42.652 0.1884   0.2301E-01  0.1725E-02 -0.2799E-02  0.0000E+00      -1  -0.933E-03   20.00  0.3254E+01  0.0000E+00
  34   -33.0000     -41.770 0.1899   0.2419E-01  0.1768E-02 -0.2758E-02  0.0000E+00      -1  -0.919E-03   20.00  0.3208E+01  0.0000E+00
  35   -34.0000     -40.880 0.1914   0.2539E-01  0.1811E-02 -0.2694E-02  0.0000E+00      -1  -0.898E-03   20.00  0.3116E+01  0.0000E+00
  36   -35.0000     -39.983 0.1929   0.2660E-01  0.1854E-02 -0.2612E-02  0.0000E+00      -1  -0.871E-03   20.00  0.2981E+01  0.0000E+00
  37   -36.0000     -39.077 0.1945   0.2781E-01  0.1898E-02 -0.2515E-02  0.0000E+00      -1  -0.838E-03   20.00  0.2811E+01  0.0000E+00
  38   -37.0000     -38.164 0.1960   0.2904E-01  0.1942E-02 -0.2406E-02  0.0000E+00      -1  -0.802E-03   20.00  0.2612E+01  0.0000E+00
  39   -38.0000     -37.242 0.1978   0.3091E-01  0.1996E-02 -0.2267E-02  0.0000E+00      -1  -0.756E-03   20.00  0.2392E+01  0.0000E+00
  40   -39.0000     -36.310 0.1999   0.3358E-01  0.2061E-02 -0.2099E-02  0.0000E+00      -1  -0.700E-03   20.00  0.2158E+01  0.0000E+00
  41   -40.0000     -35.367 0.2020   0.3628E-01  0.2127E-02 -0.1922E-02  0.0000E+00      -1  -0.641E-03   20.00  0.1917E+01  0.0000E+00
  42   -41.0000     -34.416 0.2041   0.3900E-01  0.2194E-02 -0.1739E-02  0.0000E+00      -1  -0.580E-03   20.00  0.1677E+01  0.0000E+00
  43   -42.0000     -33.457 0.2063   0.4175E-01  0.2261E-02 -0.1552E-02  0.0000E+00      -1  -0.517E-03   20.00  0.1445E+01  0.0000E+00
  44   -43.0000     -32.491 0.2084   0.4452E-01  0.2329E-02 -0.1361E-02  0.0000E+00      -1  -0.454E-03   20.00  0.1228E+01  0.0000E+00
  45   -44.0000     -31.518 0.2106   0.4731E-01  0.2397E-02 -0.1167E-02  0.0000E+00      -1  -0.389E-03   20.00  0.1031E+01  0.0000E+00
  46   -45.0000     -30.540 0.2127   0.5012E-01  0.2466E-02 -0.9713E-03  0.0000E+00      -1  -0.324E-03   20.00  0.8596E+00  0.0000E+00
  47   -46.0000     -29.557 0.2151   0.5376E-01  0.2541E-02 -0.7488E-03  0.0000E+00      -1  -0.250E-03   20.00  0.7165E+00  0.0000E+00
  48   -47.0000     -28.568 0.2179   0.5952E-01  0.2634E-02 -0.4998E-03  0.0000E+00      -1  -0.167E-03   20.00  0.6061E+00  0.0000E+00
  49   -48.0000     -27.574 0.2206   0.6530E-01  0.2727E-02 -0.2500E-03  0.0000E+00      -1  -0.833E-04   20.00  0.5377E+00  0.0000E+00
  50   -49.0000     -26.576 0.2234   0.7111E-01  0.2820E-02 -0.1250E-03  0.0000E+00      -1  -0.417E-04   20.00  0.5377E+00  0.0000E+00
end


 Time:       21.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -91.786 0.1388   0.2971E-02  0.6178E-03  0.1187E-07  0.0000E+00      -1   0.396E-08   20.00  0.1240E+02  0.0000E+00
   2    -1.0000     -90.445 0.1396   0.3109E-02  0.6317E-03  0.2224E-02  0.0000E+00      -1   0.741E-03   20.00  0.1133E+02  0.0000E+00
   3    -2.0000     -88.384 0.1409   0.3322E-02  0.6533E-03  0.4388E-02  0.0000E+00      -1   0.146E-02   20.00  0.1020E+02  0.0000E+00
   4    -3.0000     -85.834 0.1426   0.3598E-02  0.6813E-03  0.6036E-02  0.0000E+00      -1   0.201E-02   20.00  0.9054E+01  0.0000E+00
   5    -4.0000     -83.047 0.1445   0.3908E-02  0.7126E-03  0.7112E-02  0.0000E+00      -1   0.237E-02   20.00  0.7899E+01  0.0000E+00
   6    -5.0000     -80.198 0.1464   0.4228E-02  0.7450E-03  0.7714E-02  0.0000E+00      -1   0.257E-02   20.00  0.6754E+01  0.0000E+00
   7    -6.0000     -77.395 0.1482   0.4544E-02  0.7771E-03  0.7950E-02  0.0000E+00      -1   0.265E-02   20.00  0.5649E+01  0.0000E+00
   8    -7.0000     -74.719 0.1503   0.4990E-02  0.8151E-03  0.7905E-02  0.0000E+00      -1   0.263E-02   20.00  0.4614E+01  0.0000E+00
   9    -8.0000     -72.248 0.1526   0.5646E-02  0.8629E-03  0.7639E-02  0.0000E+00      -1   0.255E-02   20.00  0.3672E+01  0.0000E+00
  10    -9.0000     -69.994 0.1547   0.6245E-02  0.9064E-03  0.7220E-02  0.0000E+00      -1   0.241E-02   20.00  0.2841E+01  0.0000E+00
  11   -10.0000     -67.923 0.1567   0.6795E-02  0.9464E-03  0.6712E-02  0.0000E+00      -1   0.224E-02   20.00  0.2138E+01  0.0000E+00
  12   -11.0000     -66.009 0.1584   0.7303E-02  0.9834E-03  0.6151E-02  0.0000E+00      -1   0.205E-02   20.00  0.1568E+01  0.0000E+00
  13   -12.0000     -64.232 0.1601   0.7775E-02  0.1018E-02  0.5562E-02  0.0000E+00      -1   0.185E-02   20.00  0.1125E+01  0.0000E+00
  14   -13.0000     -62.574 0.1617   0.8215E-02  0.1050E-02  0.4960E-02  0.0000E+00      -1   0.165E-02   20.00  0.8019E+00  0.0000E+00
  15   -14.0000     -61.021 0.1631   0.8627E-02  0.1080E-02  0.4355E-02  0.0000E+00      -1   0.145E-02   20.00  0.5872E+00  0.0000E+00
  16   -15.0000     -59.565 0.1646   0.9145E-02  0.1112E-02  0.3664E-02  0.0000E+00      -1   0.122E-02   20.00  0.4708E+00  0.0000E+00
  17   -16.0000     -58.222 0.1663   0.9960E-02  0.1154E-02  0.2910E-02  0.0000E+00      -1   0.970E-03   20.00  0.4472E+00  0.0000E+00
  18   -17.0000     -56.976 0.1679   0.1072E-01  0.1193E-02  0.2205E-02  0.0000E+00      -1   0.735E-03   20.00  0.5197E+00  0.0000E+00
  19   -18.0000     -55.807 0.1694   0.1142E-01  0.1230E-02  0.1550E-02  0.0000E+00      -1   0.517E-03   20.00  0.6898E+00  0.0000E+00
  20   -19.0000     -54.702 0.1708   0.1210E-01  0.1265E-02  0.9486E-03  0.0000E+00      -1   0.316E-03   20.00  0.9305E+00  0.0000E+00
  21   -20.0000     -53.649 0.1722   0.1273E-01  0.1298E-02  0.4015E-03  0.0000E+00      -1   0.134E-03   20.00  0.1174E+01  0.0000E+00
  22   -21.0000     -52.638 0.1735   0.1335E-01  0.1329E-02 -0.8948E-04  0.0000E+00      -1  -0.298E-04   20.00  0.1419E+01  0.0000E+00
  23   -22.0000     -51.661 0.1747   0.1394E-01  0.1360E-02 -0.5242E-03  0.0000E+00      -1  -0.175E-03   20.00  0.1668E+01  0.0000E+00
  24   -23.0000     -50.712 0.1759   0.1452E-01  0.1390E-02 -0.9033E-03  0.0000E+00      -1  -0.301E-03   20.00  0.1917E+01  0.0000E+00
  25   -24.0000     -49.785 0.1771   0.1508E-01  0.1419E-02 -0.1229E-02  0.0000E+00      -1  -0.410E-03   20.00  0.2162E+01  0.0000E+00
  26   -25.0000     -48.875 0.1783   0.1563E-01  0.1447E-02 -0.1502E-02  0.0000E+00      -1  -0.501E-03   20.00  0.2396E+01  0.0000E+00
  27   -26.0000     -47.977 0.1794   0.1618E-01  0.1475E-02 -0.1727E-02  0.0000E+00      -1  -0.576E-03   20.00  0.2613E+01  0.0000E+00
  28   -27.0000     -47.087 0.1808   0.1703E-01  0.1510E-02 -0.1932E-02  0.0000E+00      -1  -0.644E-03   20.00  0.2809E+01  0.0000E+00
  29   -28.0000     -46.203 0.1823   0.1822E-01  0.1553E-02 -0.2117E-02  0.0000E+00      -1  -0.706E-03   20.00  0.2974E+01  0.0000E+00
  30   -29.0000     -45.320 0.1838   0.1941E-01  0.1596E-02 -0.2253E-02  0.0000E+00      -1  -0.751E-03   20.00  0.3106E+01  0.0000E+00
  31   -30.0000     -44.435 0.1853   0.2060E-01  0.1639E-02 -0.2346E-02  0.0000E+00      -1  -0.782E-03   20.00  0.3198E+01  0.0000E+00
  32   -31.0000     -43.548 0.1868   0.2180E-01  0.1682E-02 -0.2402E-02  0.0000E+00      -1  -0.801E-03   20.00  0.3246E+01  0.0000E+00
  33   -32.0000     -42.656 0.1884   0.2300E-01  0.1725E-02 -0.2426E-02  0.0000E+00      -1  -0.809E-03   20.00  0.3248E+01  0.0000E+00
  34   -33.0000     -41.759 0.1899   0.2420E-01  0.1768E-02 -0.2421E-02  0.0000E+00      -1  -0.807E-03   20.00  0.3202E+01  0.0000E+00
  35   -34.0000     -40.856 0.1914   0.2542E-01  0.1812E-02 -0.2392E-02  0.0000E+00      -1  -0.797E-03   20.00  0.3112E+01  0.0000E+00
  36   -35.0000     -39.947 0.1930   0.2664E-01  0.1856E-02 -0.2342E-02  0.0000E+00      -1  -0.781E-03   20.00  0.2979E+01  0.0000E+00
  37   -36.0000     -39.032 0.1946   0.2787E-01  0.1900E-02 -0.2273E-02  0.0000E+00      -1  -0.758E-03   20.00  0.2811E+01  0.0000E+00
  38   -37.0000     -38.110 0.1961   0.2911E-01  0.1945E-02 -0.2190E-02  0.0000E+00      -1  -0.730E-03   20.00  0.2613E+01  0.0000E+00
  39   -38.0000     -37.181 0.1980   0.3108E-01  0.2000E-02 -0.2077E-02  0.0000E+00      -1  -0.692E-03   20.00  0.2394E+01  0.0000E+00
  40   -39.0000     -36.243 0.2001   0.3377E-01  0.2066E-02 -0.1937E-02  0.0000E+00      -1  -0.646E-03   20.00  0.2161E+01  0.0000E+00
  41   -40.0000     -35.297 0.2022   0.3648E-01  0.2132E-02 -0.1785E-02  0.0000E+00      -1  -0.595E-03   20.00  0.1921E+01  0.0000E+00
  42   -41.0000     -34.342 0.2043   0.3922E-01  0.2199E-02 -0.1623E-02  0.0000E+00      -1  -0.541E-03   20.00  0.1681E+01  0.0000E+00
  43   -42.0000     -33.380 0.2064   0.4198E-01  0.2266E-02 -0.1454E-02  0.0000E+00      -1  -0.485E-03   20.00  0.1450E+01  0.0000E+00
  44   -43.0000     -32.411 0.2086   0.4475E-01  0.2334E-02 -0.1280E-02  0.0000E+00      -1  -0.427E-03   20.00  0.1233E+01  0.0000E+00
  45   -44.0000     -31.437 0.2108   0.4754E-01  0.2403E-02 -0.1100E-02  0.0000E+00      -1  -0.367E-03   20.00  0.1036E+01  0.0000E+00
  46   -45.0000     -30.458 0.2129   0.5035E-01  0.2471E-02 -0.9177E-03  0.0000E+00      -1  -0.306E-03   20.00  0.8635E+00  0.0000E+00
  47   -46.0000     -29.473 0.2153   0.5425E-01  0.2549E-02 -0.7086E-03  0.0000E+00      -1  -0.236E-03   20.00  0.7197E+00  0.0000E+00
  48   -47.0000     -28.484 0.2181   0.6001E-01  0.2641E-02 -0.4736E-03  0.0000E+00      -1  -0.158E-03   20.00  0.6088E+00  0.0000E+00
  49   -48.0000     -27.489 0.2209   0.6579E-01  0.2735E-02 -0.2371E-03  0.0000E+00      -1  -0.790E-04   20.00  0.5401E+00  0.0000E+00
  50   -49.0000     -26.491 0.2237   0.7160E-01  0.2828E-02 -0.1186E-03  0.0000E+00      -1  -0.395E-04   20.00  0.5401E+00  0.0000E+00
end


 Time:       22.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -89.096 0.1404   0.3228E-02  0.6438E-03  0.1200E-07  0.0000E+00      -1   0.400E-08   20.00  0.1164E+02  0.0000E+00
   2    -1.0000     -87.847 0.1413   0.3365E-02  0.6576E-03  0.1630E-02  0.0000E+00      -1   0.543E-03   20.00  0.1059E+02  0.0000E+00
   3    -2.0000     -86.141 0.1424   0.3551E-02  0.6765E-03  0.3160E-02  0.0000E+00      -1   0.105E-02   20.00  0.9502E+01  0.0000E+00
   4    -3.0000     -84.083 0.1437   0.3778E-02  0.6995E-03  0.4445E-02  0.0000E+00      -1   0.148E-02   20.00  0.8412E+01  0.0000E+00
   5    -4.0000     -81.800 0.1453   0.4034E-02  0.7254E-03  0.5414E-02  0.0000E+00      -1   0.180E-02   20.00  0.7326E+01  0.0000E+00
   6    -5.0000     -79.405 0.1469   0.4304E-02  0.7528E-03  0.6069E-02  0.0000E+00      -1   0.202E-02   20.00  0.6258E+01  0.0000E+00
   7    -6.0000     -76.981 0.1485   0.4579E-02  0.7806E-03  0.6451E-02  0.0000E+00      -1   0.215E-02   20.00  0.5229E+01  0.0000E+00
   8    -7.0000     -74.607 0.1504   0.4997E-02  0.8156E-03  0.6608E-02  0.0000E+00      -1   0.220E-02   20.00  0.4265E+01  0.0000E+00
   9    -8.0000     -72.354 0.1525   0.5599E-02  0.8595E-03  0.6566E-02  0.0000E+00      -1   0.219E-02   20.00  0.3388E+01  0.0000E+00
  10    -9.0000     -70.250 0.1544   0.6161E-02  0.9003E-03  0.6357E-02  0.0000E+00      -1   0.212E-02   20.00  0.2615E+01  0.0000E+00
  11   -10.0000     -68.281 0.1563   0.6685E-02  0.9384E-03  0.6036E-02  0.0000E+00      -1   0.201E-02   20.00  0.1959E+01  0.0000E+00
  12   -11.0000     -66.437 0.1580   0.7176E-02  0.9741E-03  0.5639E-02  0.0000E+00      -1   0.188E-02   20.00  0.1427E+01  0.0000E+00
  13   -12.0000     -64.705 0.1596   0.7638E-02  0.1008E-02  0.5193E-02  0.0000E+00      -1   0.173E-02   20.00  0.1018E+01  0.0000E+00
  14   -13.0000     -63.073 0.1612   0.8072E-02  0.1039E-02  0.4719E-02  0.0000E+00      -1   0.157E-02   20.00  0.7240E+00  0.0000E+00
  15   -14.0000     -61.532 0.1626   0.8483E-02  0.1069E-02  0.4232E-02  0.0000E+00      -1   0.141E-02   20.00  0.5330E+00  0.0000E+00
  16   -15.0000     -60.073 0.1640   0.8872E-02  0.1097E-02  0.3678E-02  0.0000E+00      -1   0.123E-02   20.00  0.4343E+00  0.0000E+00
  17   -16.0000     -58.709 0.1657   0.9653E-02  0.1139E-02  0.3051E-02  0.0000E+00      -1   0.102E-02   20.00  0.4222E+00  0.0000E+00
  18   -17.0000     -57.437 0.1673   0.1043E-01  0.1179E-02  0.2432E-02  0.0000E+00      -1   0.811E-03   20.00  0.5016E+00  0.0000E+00
  19   -18.0000     -56.239 0.1689   0.1116E-01  0.1216E-02  0.1852E-02  0.0000E+00      -1   0.617E-03   20.00  0.6764E+00  0.0000E+00
  20   -19.0000     -55.103 0.1703   0.1185E-01  0.1252E-02  0.1314E-02  0.0000E+00      -1   0.438E-03   20.00  0.9216E+00  0.0000E+00
  21   -20.0000     -54.016 0.1717   0.1251E-01  0.1286E-02  0.8188E-03  0.0000E+00      -1   0.273E-03   20.00  0.1168E+01  0.0000E+00
  22   -21.0000     -52.970 0.1731   0.1314E-01  0.1319E-02  0.3686E-03  0.0000E+00      -1   0.123E-03   20.00  0.1417E+01  0.0000E+00
  23   -22.0000     -51.959 0.1743   0.1376E-01  0.1350E-02 -0.3621E-04  0.0000E+00      -1  -0.121E-04   20.00  0.1671E+01  0.0000E+00
  24   -23.0000     -50.975 0.1756   0.1436E-01  0.1381E-02 -0.3958E-03  0.0000E+00      -1  -0.132E-03   20.00  0.1921E+01  0.0000E+00
  25   -24.0000     -50.014 0.1768   0.1494E-01  0.1411E-02 -0.7106E-03  0.0000E+00      -1  -0.237E-03   20.00  0.2164E+01  0.0000E+00
